t_ms,x_mm,y_mm,theta_rad,lap
15930,7927.47,-5453.76,-2.7917,2
15940,7908.53,-5459.35,-2.8241,2
15950,7890.11,-5464.37,-2.8513,2
15960,7872.21,-5468.77,-2.8871,2
15970,7853.81,-5473.15,-2.9067,2
15980,7834.93,-5477.5,-2.9254,2
15990,7815.57,-5481.78,-2.9458,2
16000,7795.96,-5485.76,-2.9698,2
16010,7776.88,-5489.01,-3.0051,2
16020,7758.31,-5491.31,-3.0465,2
16030,7739.18,-5492.78,-3.0859,2
16040,7719.54,-5493.26,-3.1277,2
16050,7699.82,-5492.66,-3.1705,2
16060,7680.78,-5491.02,-3.2135,2
16070,7662.57,-5488.24,-3.2687,2
16080,7644.02,-5484.58,-3.3075,2
16090,7625.16,-5480.15,-3.3408,2
16100,7605.97,-5475.15,-3.3687,2
16110,7586.72,-5469.81,-3.3924,2
16120,7568.13,-5464.45,-3.4135,2
16130,7550.27,-5458.93,-3.4453,2
16140,7532.02,-5453.15,-3.4644,2
16150,7513.38,-5447.03,-3.4857,2
16160,7494.44,-5440.36,-3.5106,2
16170,7475.31,-5433.0,-3.54,2
16180,7457.0,-5425.09,-3.5749,2
16190,7439.1,-5416.0,-3.6292,2
16200,7421.39,-5405.67,-3.6744,2
16210,7404.36,-5394.35,-3.7201,2
16220,7388.01,-5382.12,-3.7643,2
16230,7373.23,-5369.87,-3.8061,2
16240,7359.5,-5357.39,-3.8486,2
16250,7345.91,-5344.08,-3.8869,2
16260,7332.25,-5330.23,-3.9116,2
16270,7318.72,-5316.24,-3.9319,2
16280,7304.99,-5301.85,-3.9503,2
16290,7291.33,-5287.35,-3.9689,2
16300,7278.45,-5273.0,-4.0036,2
16310,7266.27,-5258.89,-4.0302,2
16320,7254.23,-5244.06,-4.0617,2
16330,7242.5,-5228.4,-4.0974,2
16340,7231.42,-5212.05,-4.1373,2
16350,7221.6,-5195.65,-4.181,2
16360,7213.25,-5179.17,-4.2391,2
16370,7205.65,-5161.82,-4.2829,2
16380,7198.75,-5143.69,-4.3229,2
16390,7192.45,-5124.86,-4.3585,2
16400,7186.75,-5105.85,-4.3896,2
16410,7181.64,-5087.35,-4.4163,2
16420,7177.19,-5069.37,-4.4526,2
16430,7172.77,-5050.89,-4.4741,2
16440,7168.41,-5031.92,-4.4954,2
16450,7164.16,-5012.45,-4.519,2
16460,7160.28,-4992.77,-4.5474,2
16470,7157.42,-4973.55,-4.5957,2
16480,7155.37,-4953.33,-4.637,2
16490,7154.5,-4932.78,-4.6852,2
16500,7155.01,-4912.83,-4.7379,2
16510,7156.82,-4893.59,-4.7913,2
16520,7159.98,-4875.18,-4.8554,2
16530,7164.27,-4856.05,-4.9019,2
16540,7169.34,-4836.66,-4.9404,2
16550,7174.82,-4817.25,-4.9715,2
16560,7180.56,-4798.59,-5.0116,2
16570,7186.44,-4780.17,-5.0372,2
16580,7192.8,-4761.41,-5.0674,2
16590,7199.88,-4742.72,-5.1054,2
16600,7207.42,-4725.61,-5.1539,2
16610,7216.51,-4708.73,-5.2191,2
16620,7227.09,-4692.2,-5.2784,2
16630,7239.15,-4676.14,-5.3367,2
16640,7252.72,-4660.2,-5.3884,2
16650,7267.1,-4644.39,-5.4193,2
16660,7281.62,-4628.16,-5.4182,2
16670,7296.32,-4611.03,-5.4104,2
16680,7310.79,-4593.21,-5.3994,2
16690,7325.04,-4574.73,-5.39,2
16700,7339.18,-4555.69,-5.3808,2
16710,7353.37,-4535.76,-5.3621,2
16720,7367.43,-4515.33,-5.3388,2
16730,7381.6,-4494.54,-5.3218,2
16740,7395.91,-4473.62,-5.3077,2
16750,7410.43,-4452.39,-5.2922,2
16760,7425.37,-4431.01,-5.2935,2
16770,7440.24,-4409.42,-5.2847,2
16780,7453.86,-4387.57,-5.2459,2
16790,7466.06,-4364.97,-5.1993,2
16800,7476.72,-4341.58,-5.1492,2
16810,7486.02,-4317.25,-5.1014,2
16820,7494.97,-4292.53,-5.0907,2
16830,7503.39,-4268.13,-5.0726,2
16840,7511.42,-4244.13,-5.0511,2
16850,7519.49,-4220.17,-5.0346,2
16860,7527.56,-4196.18,-5.0173,2
16870,7535.68,-4171.81,-5.0048,2
16880,7543.81,-4147.57,-5.0051,2
16890,7550.43,-4123.92,-4.9641,2
16900,7555.43,-4099.91,-4.9123,2
16910,7558.7,-4075.61,-4.858,2
16920,7560.38,-4051.1,-4.8072,2
16930,7561.46,-4026.19,-4.7877,2
16940,7562.51,-4000.56,-4.7793,2
16950,7563.57,-3974.63,-4.7651,2
16960,7564.86,-3948.35,-4.7548,2
16970,7566.28,-3921.42,-4.7421,2
16980,7567.55,-3894.15,-4.7286,2
16990,7568.58,-3866.23,-4.7206,2
17000,7568.19,-3838.41,-4.6806,2
17010,7566.06,-3810.72,-4.6352,2
17020,7562.22,-3783.19,-4.5908,2
17030,7557.04,-3755.87,-4.5525,2
17040,7551.48,-3728.3,-4.5446,2
17050,7545.84,-3701.32,-4.5318,2
17060,7540.18,-3674.38,-4.5188,2
17070,7534.71,-3647.41,-4.5093,2
17080,7529.35,-3620.43,-4.4995,2
17090,7523.91,-3593.44,-4.4862,2
17100,7518.38,-3565.81,-4.483,2
17110,7512.42,-3537.95,-4.4729,2
17120,7505.53,-3510.65,-4.4443,2
17130,7497.49,-3483.69,-4.4128,2
17140,7488.23,-3457.1,-4.3803,2
17150,7477.81,-3430.94,-4.3484,2
17160,7466.33,-3405.21,-4.3185,2
17170,7454.17,-3379.43,-4.3022,2
17180,7442.02,-3353.79,-4.3005,2
17190,7429.82,-3328.65,-4.2859,2
17200,7417.63,-3303.56,-4.2757,2
17210,7405.56,-3278.39,-4.2679,2
17220,7393.64,-3253.15,-4.2606,2
17230,7381.78,-3227.91,-4.2515,2
17240,7370.05,-3203.11,-4.2411,2
17250,7358.62,-3178.66,-4.2435,2
17260,7346.99,-3154.83,-4.23,2
17270,7334.79,-3131.82,-4.2032,2
17280,7321.87,-3109.76,-4.1721,2
17290,7308.22,-3088.73,-4.1387,2
17300,7293.92,-3068.76,-4.1061,2
17310,7279.18,-3049.74,-4.0768,2
17320,7264.36,-3031.45,-4.0609,2
17330,7249.82,-3013.62,-4.059,2
17340,7235.3,-2996.46,-4.0363,2
17350,7221.0,-2979.89,-4.0183,2
17360,7206.65,-2963.35,-4.0036,2
17370,7192.66,-2947.27,-3.99,2
17380,7179.0,-2931.67,-3.9751,2
17390,7165.48,-2916.75,-3.949,2
17400,7152.01,-2902.64,-3.9189,2
17410,7137.76,-2888.65,-3.8872,2
17420,7122.63,-2874.99,-3.8516,2
17430,7106.55,-2861.83,-3.8125,2
17440,7090.27,-2849.92,-3.7704,2
17450,7073.74,-2839.51,-3.7136,2
17460,7056.27,-2829.8,-3.6694,2
17470,7037.95,-2820.76,-3.6289,2
17480,7019.14,-2812.35,-3.5935,2
17490,7000.64,-2804.67,-3.5632,2
17500,6982.61,-2797.56,-3.5376,2
17510,6965.04,-2791.07,-3.504,2
17520,6947.01,-2784.52,-3.4845,2
17530,6928.48,-2777.98,-3.4648,2
17540,6909.43,-2771.54,-3.4428,2
17550,6890.03,-2765.41,-3.4164,2
17560,6871.01,-2760.21,-3.3776,2
17570,6852.39,-2756.09,-3.3334,2
17580,6833.13,-2752.85,-3.2915,2
17590,6813.29,-2750.62,-3.248,2
17600,6793.36,-2749.52,-3.2044,2
17610,6774.01,-2749.49,-3.1617,2
17620,6755.34,-2750.6,-3.1092,2
17630,6736.26,-2752.5,-3.074,2
17640,6716.78,-2754.98,-3.0445,2
17650,6696.91,-2757.89,-3.0202,2
17660,6677.14,-2761.02,-2.9995,2
17670,6658.02,-2764.15,-2.9807,2
17680,6639.59,-2767.55,-2.9494,2
17690,6620.76,-2771.21,-2.928,2
17700,6601.54,-2775.28,-2.9033,2
17710,6582.0,-2779.97,-2.8747,2
17720,6562.46,-2785.4,-2.8411,2
17730,6543.78,-2791.56,-2.8022,2
17740,6525.14,-2799.1,-2.7466,2
17750,6506.58,-2807.93,-2.7005,2
17760,6488.47,-2817.87,-2.655,2
17770,6471.41,-2828.44,-2.6121,2
17780,6455.35,-2839.4,-2.5729,2
17790,6440.34,-2850.68,-2.5274,2
17800,6425.22,-2862.59,-2.4982,2
17810,6409.91,-2874.98,-2.4739,2
17820,6394.36,-2887.77,-2.4519,2
17830,6379.0,-2900.62,-2.4292,2
17840,6364.48,-2913.49,-2.39,2
17850,6350.49,-2926.66,-2.355,2
17860,6336.79,-2940.78,-2.3122,2
17870,6323.88,-2955.81,-2.2623,2
17880,6312.4,-2971.18,-2.2088,2
17890,6302.56,-2986.88,-2.1421,2
17900,6293.28,-3003.99,-2.0916,2
17910,6284.7,-3021.97,-2.0475,2
17920,6276.7,-3040.34,-2.0113,2
17930,6269.37,-3058.29,-1.9818,2
17940,6262.69,-3075.81,-1.9445,2
17950,6256.0,-3093.83,-1.9211,2
17960,6249.35,-3112.34,-1.8968,2
17970,6242.77,-3131.79,-1.869,2
17980,6236.93,-3150.91,-1.8352,2
17990,6232.08,-3170.74,-1.7823,2
18000,6228.31,-3191.24,-1.735,2
18010,6225.83,-3212.37,-1.6842,2
18020,6224.75,-3234.01,-1.6331,2
18030,6225.01,-3256.11,-1.5838,2
18040,6225.87,-3278.96,-1.5641,2
18050,6226.8,-3302.22,-1.5613,2
18060,6227.46,-3325.85,-1.5656,2
18070,6227.58,-3349.85,-1.5751,2
18080,6227.04,-3374.21,-1.5878,2
18090,6225.07,-3397.86,-1.6342,2
18100,6221.9,-3421.37,-1.6765,2
18110,6217.84,-3444.74,-1.7113,2
18120,6213.26,-3467.98,-1.7385,2
18130,6208.54,-3490.66,-1.7597,2
18140,6203.81,-3512.79,-1.7801,2
18150,6198.95,-3535.28,-1.7969,2
18160,6193.75,-3558.48,-1.8165,2
18170,6188.22,-3581.18,-1.8414,2
18180,6182.08,-3603.15,-1.8733,2
18190,6174.97,-3624.25,-1.9174,2
18200,6166.45,-3645.24,-1.9645,2
18210,6156.44,-3666.0,-2.0133,2
18220,6145.18,-3686.2,-2.0593,2
18230,6133.19,-3705.35,-2.1008,2
18240,6120.23,-3724.33,-2.1382,2
18250,6106.65,-3743.33,-2.1648,2
18260,6092.68,-3762.53,-2.1851,2
18270,6078.63,-3781.74,-2.2014,2
18280,6065.19,-3800.07,-2.2173,2
18290,6051.28,-3818.54,-2.2411,2
18300,6036.75,-3837.01,-2.2684,2
18310,6021.46,-3855.08,-2.303,2
18320,6005.32,-3872.34,-2.3435,2
18330,5988.58,-3888.27,-2.3882,2
18340,5971.28,-3902.72,-2.4381,2
18350,5952.52,-3916.59,-2.4841,2
18360,5932.77,-3929.72,-2.5254,2
18370,5912.65,-3942.07,-2.5599,2
18380,5892.75,-3953.72,-2.5871,2
18390,5873.16,-3964.87,-2.6116,2
18400,5852.88,-3976.35,-2.6303,2
18410,5832.25,-3987.89,-2.6504,2
18420,5811.49,-3999.08,-2.676,2
18430,5791.35,-4009.05,-2.7129,2
18440,5770.36,-4018.12,-2.7578,2
18450,5748.42,-4025.88,-2.8102,2
18460,5725.54,-4032.13,-2.8664,2
18470,5702.77,-4036.68,-2.9204,2
18480,5680.31,-4039.89,-2.9692,2
18490,5657.02,-4042.45,-3.0042,2
18500,5633.32,-4044.77,-3.0299,2
18510,5610.36,-4046.98,-3.0507,2
18520,5587.93,-4048.91,-3.0783,2
18530,5564.67,-4050.29,-3.1129,2
18540,5541.11,-4050.48,-3.1606,2
18550,5517.57,-4048.91,-3.2203,2
18560,5493.47,-4045.64,-3.2676,2
18570,5469.22,-4040.93,-3.307,2
18580,5444.45,-4035.26,-3.3352,2
18590,5419.0,-4029.44,-3.3436,2
18600,5393.03,-4024.52,-3.326,2
18610,5366.27,-4020.41,-3.3118,2
18620,5338.78,-4016.7,-3.3067,2
18630,5311.02,-4012.54,-3.3173,2
18640,5282.85,-4007.26,-3.3361,2
18650,5254.35,-4000.54,-3.3591,2
18660,5225.47,-3992.78,-3.3749,2
18670,5196.02,-3984.9,-3.3743,2
18680,5165.8,-3977.91,-3.3572,2
18690,5134.96,-3972.35,-3.3329,2
18700,5103.39,-3967.75,-3.316,2
18710,5071.28,-3962.98,-3.317,2
18720,5038.86,-3956.93,-3.3357,2
18730,5006.34,-3948.82,-3.3703,2
18740,4973.7,-3939.07,-3.401,2
18750,4940.63,-3929.03,-3.4115,2
18760,4906.71,-3920.14,-3.3948,2
18770,4871.89,-3912.85,-3.37,2
18780,4836.43,-3906.11,-3.3607,2
18790,4800.73,-3898.34,-3.3741,2
18800,4764.79,-3888.48,-3.4008,2
18810,4728.83,-3877.03,-3.4209,2
18820,4692.38,-3865.53,-3.4194,2
18830,4655.02,-3855.52,-3.3974,2
18840,4616.8,-3847.1,-3.3787,2
18850,4578.1,-3838.74,-3.3854,2
18860,4539.38,-3828.64,-3.4155,2
18870,4500.71,-3816.05,-3.4489,2
18880,4462.17,-3801.69,-3.4697,2
18890,4423.21,-3787.22,-3.4692,2
18900,4383.28,-3774.29,-3.4479,2
18910,4342.31,-3763.37,-3.4214,2
18920,4300.89,-3753.39,-3.4095,2
18930,4259.71,-3742.45,-3.421,2
18940,4219.17,-3729.36,-3.4473,2
18950,4179.34,-3714.24,-3.4766,2
18960,4139.8,-3698.37,-3.4943,2
18970,4099.95,-3683.35,-3.4916,2
18980,4059.46,-3670.1,-3.473,2
18990,4018.59,-3658.09,-3.4576,2
19000,3977.81,-3645.75,-3.4619,2
19010,3937.58,-3631.74,-3.4822,2
19020,3898.04,-3615.86,-3.5058,2
19030,3858.92,-3598.95,-3.5188,2
19040,3819.67,-3582.38,-3.5144,2
19050,3779.85,-3567.3,-3.4957,2
19060,3739.36,-3554.03,-3.4732,2
19070,3698.57,-3541.8,-3.4627,2
19080,3658.47,-3529.16,-3.4761,2
19090,3619.49,-3515.11,-3.5033,2
19100,3581.61,-3499.09,-3.5371,2
19110,3544.95,-3481.8,-3.5589,2
19120,3509.12,-3464.2,-3.5669,2
19130,3473.41,-3447.07,-3.5619,2
19140,3437.77,-3431.32,-3.5467,2
19150,3401.86,-3417.05,-3.5275,2
19160,3365.81,-3404.06,-3.5115,2
19170,3330.18,-3391.81,-3.5041,2
19180,3294.93,-3379.44,-3.5072,2
19190,3260.64,-3366.46,-3.5192,2
19200,3227.12,-3352.48,-3.5358,2
19210,3194.38,-3337.58,-3.5519,2
19220,3162.58,-3322.27,-3.5629,2
19230,3131.31,-3306.7,-3.5722,2
19240,3100.36,-3291.26,-3.5774,2
19250,3069.57,-3276.35,-3.5759,2
19260,3038.81,-3262.2,-3.5709,2
19270,3008.12,-3248.82,-3.5655,2
19280,2977.88,-3236.27,-3.5589,2
19290,2947.82,-3224.26,-3.5524,2
19300,2918.12,-3212.39,-3.5523,2
19310,2888.94,-3200.32,-3.5583,2
19320,2860.4,-3187.8,-3.5688,2
19330,2832.56,-3174.7,-3.5819,2
19340,2805.42,-3161.04,-3.5955,2
19350,2778.96,-3146.97,-3.6065,2
19360,2753.04,-3132.76,-3.6128,2
19370,2727.51,-3118.72,-3.6136,2
19380,2702.24,-3105.12,-3.6088,2
19390,2677.11,-3092.23,-3.599,2
19400,2652.04,-3080.19,-3.5858,2
19410,2627.05,-3069.04,-3.572,2
19420,2602.22,-3058.63,-3.5604,2
19430,2577.66,-3048.77,-3.553,2
19440,2553.51,-3039.18,-3.5505,2
19450,2529.77,-3029.89,-3.5419,2
19460,2506.55,-3020.64,-3.5386,2
19470,2484.39,-3011.47,-3.5389,2
19480,2462.84,-3002.2,-3.5401,2
19490,2441.88,-2992.89,-3.5398,2
19500,2421.36,-2983.93,-3.524,2
19510,2400.72,-2975.6,-3.4935,2
19520,2379.78,-2968.12,-3.4562,2
19530,2358.49,-2961.72,-3.4138,2
19540,2337.37,-2956.68,-3.3686,2
19550,2316.56,-2953.02,-3.3218,2
19560,2296.14,-2950.81,-3.2679,2
19570,2275.23,-2949.69,-3.2228,2
19580,2253.86,-2949.45,-3.1837,2
19590,2232.6,-2949.85,-3.1517,2
19600,2211.94,-2950.62,-3.1254,2
19610,2191.91,-2951.67,-3.0975,2
19620,2171.45,-2952.86,-3.0782,2
19630,2150.55,-2954.24,-3.0579,2
19640,2129.28,-2955.93,-3.0349,2
19650,2107.86,-2958.15,-3.0071,2
19660,2087.11,-2961.06,-2.9731,2
19670,2066.73,-2965.06,-2.9251,2
19680,2046.22,-2970.36,-2.8783,2
19690,2025.68,-2977.02,-2.8304,2
19700,2005.84,-2984.78,-2.7842,2
19710,1986.97,-2993.35,-2.7408,2
19720,1969.09,-3002.6,-2.6952,2
19730,1951.14,-3012.65,-2.6613,2
19740,1933.07,-3023.3,-2.633,2
19750,1914.76,-3034.39,-2.6099,2
19760,1896.24,-3045.79,-2.5897,2
19770,1878.3,-3057.03,-2.5694,2
19780,1861.05,-3068.25,-2.5416,2
19790,1843.66,-3080.05,-2.5145,2
19800,1826.33,-3092.66,-2.4814,2
19810,1809.25,-3106.28,-2.4431,2
19820,1793.2,-3120.54,-2.4007,2
19830,1778.51,-3135.4,-2.3485,2
19840,1765.18,-3150.69,-2.2999,2
19850,1752.49,-3167.06,-2.2533,2
19860,1740.36,-3184.38,-2.2121,2
19870,1728.99,-3201.91,-2.1777,2
19880,1718.35,-3219.18,-2.1491,2
19890,1707.84,-3237.05,-2.1197,2
19900,1697.25,-3255.36,-2.0989,2
19910,1686.58,-3274.1,-2.0788,2
19920,1676.18,-3292.77,-2.0573,2
19930,1666.4,-3311.1,-2.0319,2
19940,1657.54,-3329.23,-1.9941,2
19950,1649.26,-3348.1,-1.9559,2
19960,1641.87,-3367.78,-1.9123,2
19970,1635.51,-3388.28,-1.866,2
19980,1630.41,-3409.09,-1.8194,2
19990,1626.6,-3429.59,-1.7739,2
20000,1624.07,-3449.67,-1.725,2
20010,1622.32,-3470.28,-1.6865,2
20020,1621.15,-3491.34,-1.6546,2
20030,1620.31,-3512.83,-1.6288,2
20040,1619.68,-3534.42,-1.6068,2
20050,1619.32,-3555.43,-1.5818,2
20060,1619.18,-3575.85,-1.5603,2
20070,1619.31,-3596.71,-1.5365,2
20080,1620.0,-3618.41,-1.5075,2
20090,1621.46,-3639.68,-1.4734,2
20100,1623.87,-3660.3,-1.434,2
20110,1627.44,-3680.13,-1.3827,2
20120,1632.37,-3700.11,-1.3329,2
20130,1638.67,-3720.15,-1.284,2
20140,1646.18,-3740.21,-1.2396,2
20150,1654.35,-3759.48,-1.2011,2
20160,1662.93,-3777.93,-1.1655,2
20170,1672.11,-3796.57,-1.1364,2
20180,1681.66,-3815.5,-1.1149,2
20190,1691.48,-3834.74,-1.0954,2
20200,1701.46,-3853.95,-1.0758,2
20210,1711.4,-3872.5,-1.053,2
20220,1721.62,-3890.24,-1.017,2
20230,1732.74,-3907.93,-0.9793,2
20240,1745.16,-3925.62,-0.9367,2
20250,1758.36,-3942.38,-0.8911,2
20260,1772.18,-3957.84,-0.8436,2
20270,1786.56,-3971.96,-0.7912,2
20280,1802.02,-3985.53,-0.7455,2
20290,1818.42,-3998.65,-0.7058,2
20300,1835.58,-4011.46,-0.6718,2
20310,1853.15,-4024.04,-0.6438,2
20320,1870.37,-4036.09,-0.6205,2
20330,1887.24,-4047.59,-0.5923,2
20340,1904.95,-4059.36,-0.5676,2
20350,1923.25,-4070.99,-0.5374,2
20360,1941.74,-4081.83,-0.499,2
20370,1960.31,-4091.29,-0.4463,2
20380,1979.33,-4099.39,-0.3911,2
20390,1999.31,-4106.16,-0.3322,2
20400,2020.14,-4111.55,-0.274,2
20410,2040.98,-4115.6,-0.2216,2
20420,2061.97,-4118.63,-0.1723,2
20430,2083.44,-4121.15,-0.1373,2
20440,2104.75,-4123.42,-0.1084,2
20450,2125.5,-4125.43,-0.0801,2
20460,2146.16,-4126.85,-0.0403,2
20470,2167.26,-4127.43,0.0036,2
20480,2189.17,-4126.64,0.059,2
20490,2211.28,-4124.03,0.123,2
20500,2233.94,-4119.78,0.1712,2
20510,2256.79,-4114.55,0.1967,2
20520,2280.28,-4108.75,0.2112,2
20530,2304.14,-4103.05,0.2135,2
20540,2328.89,-4098.0,0.1984,2
20550,2354.15,-4093.85,0.179,2
20560,2380.26,-4090.8,0.1446,2
20570,2406.78,-4088.51,0.1172,2
20580,2433.99,-4086.33,0.1014,2
20590,2461.47,-4083.87,0.0933,2
20600,2489.48,-4080.46,0.1062,2
20610,2517.74,-4076.25,0.1196,2
20620,2546.66,-4072.4,0.1014,2
20630,2575.93,-4069.85,0.0649,2
20640,2605.29,-4069.11,0.0202,2
20650,2634.65,-4070.33,-0.026,2
20660,2664.56,-4072.52,-0.0452,2
20670,2694.75,-4074.9,-0.0478,2
20680,2725.23,-4077.38,-0.0598,2
20690,2755.73,-4079.54,-0.0673,2
20700,2786.26,-4081.32,-0.0735,2
20710,2816.81,-4083.08,-0.0859,2
20720,2847.31,-4084.78,-0.0864,2
20730,2877.36,-4087.05,-0.0961,2
20740,2906.38,-4090.95,-0.1377,2
20750,2935.1,-4096.64,-0.1815,2
20760,2963.5,-4103.79,-0.2197,2
20770,2991.68,-4111.89,-0.2483,2
20780,3020.14,-4120.01,-0.2521,2
20790,3049.09,-4127.47,-0.2392,2
20800,3078.72,-4134.31,-0.2299,2
20810,3108.04,-4140.81,-0.2361,2
20820,3137.34,-4147.32,-0.2466,2
20830,3166.55,-4154.22,-0.2635,2
20840,3195.54,-4161.91,-0.287,2
20850,3224.28,-4170.62,-0.3119,2
20860,3253.35,-4180.24,-0.3248,2
20870,3282.4,-4190.76,-0.3383,2
20880,3311.01,-4202.1,-0.357,2
20890,3338.87,-4214.19,-0.3814,2
20900,3366.46,-4226.91,-0.4006,2
20910,3393.89,-4239.97,-0.4146,2
20920,3421.24,-4253.14,-0.424,2
20930,3448.6,-4266.19,-0.43,2
20940,3475.68,-4278.89,-0.434,2
20950,3502.64,-4290.81,-0.4235,2
20960,3529.47,-4301.96,-0.4126,2
20970,3556.09,-4312.53,-0.4045,2
20980,3582.29,-4322.97,-0.41,2
20990,3607.92,-4333.63,-0.4252,2
21000,3633.29,-4344.89,-0.445,2
21010,3657.88,-4356.76,-0.4692,2
21020,3681.59,-4369.35,-0.4968,2
21030,3704.34,-4382.68,-0.526,2
21040,3726.16,-4396.64,-0.5538,2
21050,3747.32,-4410.73,-0.5629,2
21060,3767.9,-4424.8,-0.5684,2
21070,3788.06,-4438.6,-0.5695,2
21080,3807.97,-4451.85,-0.5595,2
21090,3827.73,-4464.37,-0.5447,2
21100,3847.36,-4476.08,-0.5275,2
21110,3866.83,-4486.92,-0.5091,2
21120,3886.63,-4497.17,-0.4904,2
21130,3906.21,-4506.64,-0.4731,2
21140,3925.65,-4514.98,-0.4341,2
21150,3944.85,-4522.38,-0.399,2
21160,3963.68,-4529.04,-0.369,2
21170,3981.99,-4535.15,-0.3434,2
21180,3999.77,-4540.83,-0.321,2
21190,4016.97,-4546.14,-0.2982,2
21200,4033.62,-4550.84,-0.2616,2
21210,4050.8,-4555.46,-0.2402,2
21220,4068.55,-4559.9,-0.2163,2
21230,4086.53,-4563.91,-0.1885,2
21240,4103.95,-4567.18,-0.1557,2
21250,4121.52,-4569.68,-0.1175,2
21260,4138.5,-4570.86,-0.0561,2
21270,4156.03,-4571.1,-0.0119,2
21280,4174.07,-4570.35,0.0324,2
21290,4192.5,-4568.57,0.076,2
21300,4211.29,-4565.81,0.117,2
21310,4229.75,-4562.25,0.1594,2
21320,4247.38,-4558.1,0.2014,2
21330,4265.4,-4553.51,0.2257,2
21340,4283.83,-4548.61,0.2463,2
21350,4301.77,-4543.66,0.2649,2
21360,4319.02,-4538.78,0.2834,2
21370,4336.23,-4533.69,0.3072,2
21380,4352.59,-4528.28,0.346,2
21390,4369.3,-4522.32,0.3742,2
21400,4386.25,-4515.62,0.4069,2
21410,4403.36,-4507.99,0.4448,2
21420,4420.45,-4499.27,0.4876,2
21430,4436.72,-4489.47,0.546,2
21440,4452.08,-4478.76,0.6005,2
21450,4467.14,-4466.87,0.6472,2
21460,4481.56,-4454.22,0.6911,2
21470,4494.97,-4441.44,0.7301,2
21480,4507.45,-4428.68,0.77,2
21490,4519.03,-4416.06,0.8111,2
21500,4531.12,-4402.55,0.836,2
21510,4543.42,-4388.57,0.8605,2
21520,4555.65,-4374.22,0.888,2
21530,4566.81,-4359.86,0.9408,2
21540,4577.61,-4344.63,0.9843,2
21550,4587.73,-4328.33,1.0367,2
21560,4596.32,-4311.91,1.0959,2
21570,4603.24,-4295.47,1.1625,2
21580,4608.63,-4278.65,1.2361,2
21590,4613.14,-4261.06,1.2897,2
21600,4616.97,-4242.83,1.3344,2
21610,4620.26,-4224.89,1.3727,2
21620,4623.33,-4206.42,1.4074,2
21630,4626.41,-4187.48,1.4267,2
21640,4629.37,-4167.6,1.453,2
21650,4631.64,-4147.2,1.4905,2
21660,4633.45,-4125.89,1.5054,2
21670,4634.49,-4104.12,1.5239,2
21680,4634.6,-4081.56,1.5483,2
21690,4633.59,-4058.62,1.5849,2
21700,4631.97,-4034.95,1.6095,2
21710,4630.33,-4010.56,1.6217,2
21720,4629.24,-3985.76,1.6174,2
21730,4629.06,-3960.24,1.5993,2
21740,4629.37,-3934.37,1.5897,2
21750,4629.02,-3907.84,1.6116,2
21760,4627.19,-3881.03,1.6519,2
21770,4623.5,-3853.76,1.6984,2
21780,4618.02,-3826.1,1.7416,2
21790,4612.07,-3798.24,1.7501,2
21800,4606.34,-3769.71,1.7441,2
21810,4601.26,-3740.76,1.7358,2
21820,4596.58,-3711.14,1.7396,2
21830,4592.04,-3681.19,1.7484,2
21840,4586.93,-3650.74,1.7683,2
21850,4580.85,-3619.88,1.788,2
21860,4573.61,-3589.0,1.8057,2
21870,4565.31,-3558.84,1.8253,2
21880,4555.62,-3529.51,1.8613,2
21890,4545.07,-3500.49,1.8892,2
21900,4534.37,-3471.53,1.9044,2
21910,4524.0,-3442.15,1.9099,2
21920,4514.65,-3412.11,1.8906,2
21930,4505.86,-3381.32,1.8791,2
21940,4496.84,-3351.22,1.8912,2
21950,4486.28,-3321.65,1.9299,2
21960,4473.78,-3292.87,1.9759,2
21970,4459.52,-3264.89,2.0197,2
21980,4444.3,-3236.79,2.036,2
21990,4429.56,-3208.97,2.0313,2
22000,4415.84,-3181.1,2.0187,2
22010,4402.69,-3153.43,2.0247,2
22020,4389.7,-3125.67,2.0353,2
22030,4376.21,-3098.13,2.0574,2
22040,4361.55,-3070.57,2.0824,2
22050,4345.77,-3043.31,2.1005,2
22060,4328.8,-3016.53,2.1205,2
22070,4310.69,-2990.98,2.1587,2
22080,4291.89,-2965.96,2.1855,2
22090,4273.03,-2940.97,2.1992,2
22100,4254.48,-2915.42,2.1999,2
22110,4236.59,-2888.72,2.181,2
22120,4219.12,-2861.4,2.1705,2
22130,4201.44,-2835.17,2.1929,2
22140,4182.35,-2809.94,2.2324,2
22150,4161.65,-2786.04,2.2781,2
22160,4139.37,-2763.18,2.3194,2
22170,4116.56,-2740.43,2.3266,2
22180,4093.99,-2717.4,2.3206,2
22190,4072.1,-2694.28,2.3203,2
22200,4050.84,-2671.11,2.3251,2
22210,4029.71,-2647.8,2.3351,2
22220,4008.16,-2624.87,2.3562,2
22230,3985.74,-2602.01,2.3685,2
22240,3962.3,-2579.78,2.3866,2
22250,3938.31,-2559.21,2.417,2
22260,3913.42,-2540.01,2.4554,2
22270,3888.03,-2521.52,2.4818,2
22280,3862.63,-2503.06,2.4953,2
22290,3837.59,-2483.59,2.4833,2
22300,3812.91,-2462.81,2.4639,2
22310,3788.52,-2441.95,2.4657,2
22320,3763.67,-2422.28,2.4976,2
22330,3737.7,-2404.15,2.5409,2
22340,3710.55,-2387.83,2.5876,2
22350,3682.34,-2372.21,2.6078,2
22360,3654.49,-2356.97,2.6103,2
