t_ms,pmw_dx_counts,pmw_dy_counts,gyro_z_dps,accel_x_g,accel_y_g,accel_z_g,ir_adc,gt_x_mm,gt_y_mm,gt_heading_deg,gt_speed_mm_s,recon_x_mm,recon_y_mm
0,3576,20,0.2928,-0.5172,-0.0013,0.985,45166,11672.38,23369.63,15.86,3028.1,30.28,0.17
10,3536,-114,-165.7907,-0.6341,0.0618,1.0066,4022,11703.22,23378.05,14.19,2994.1,60.19,-1.14
20,3484,-192,-247.2184,-0.0003,0.7975,0.9989,4106,11734.62,23386.01,11.72,2950.6,89.55,-4.11
30,3484,-170,-176.0301,0.0239,0.7947,1.0038,4049,11766.81,23392.26,9.96,2949.7,118.8,-8.02
40,3484,-97,-98.2724,0.434,0.7709,0.9939,3817,11799.77,23396.86,8.97,2950.7,148.03,-12.05
50,3556,34,59.9492,0.4577,-0.01,0.9991,3942,11833.05,23402.1,9.57,3010.2,177.96,-15.24
60,3585,125,112.419,-0.6328,0.0065,1.0048,3875,11866.67,23408.12,10.69,3034.4,208.26,-17.26
70,3535,126,38.7273,-0.6389,0.0234,0.9918,3781,11900.66,23414.72,11.07,2993.2,238.16,-18.8
80,3437,-4,-229.6167,-0.0121,0.8114,0.9991,3716,11935.1,23421.42,8.77,2909.2,267.13,-21.7
90,3435,-102,-303.6136,0.0094,0.7997,0.9968,4144,11970.23,23426.36,5.73,2907.4,295.78,-26.7
100,3439,-182,-317.409,0.443,0.7915,0.9917,4190,12006.17,23427.96,2.56,2909.7,323.99,-33.91
110,3508,-157,-132.4445,0.4419,-0.0029,0.9816,3784,12042.56,23428.91,1.23,2969.9,352.5,-42.28
120,3543,-79,29.8068,0.449,0.0026,1.0017,4216,12079.38,23429.74,1.52,2999.6,381.39,-50.42
130,3612,12,90.7468,0.4583,0.0788,1.0123,3995,12116.61,23431.08,2.43,3058.1,411.09,-57.68
140,3679,83,41.4145,0.4505,0.4272,0.9887,3970,12154.22,23433.29,2.84,3115.5,441.58,-64.12
150,3780,110,-20.013,0.4257,0.4632,1.0056,3891,12192.3,23434.93,2.64,3199.6,472.96,-70.44
160,3844,54,-118.9749,0.439,0.2315,1.0136,3911,12230.88,23436.08,1.44,3254.5,504.7,-77.71
170,3908,-33,-123.7182,0.4518,-0.0121,1.0089,4000,12269.9,23436.67,0.2,3308.5,536.6,-86.5
180,3971,-132,-137.683,0.4366,-0.0012,1.0032,4349,12309.37,23436.31,-1.18,3361.6,568.56,-96.97
190,4033,-149,-61.875,0.4651,0.0071,1.0005,3896,12349.28,23435.21,-1.8,3413.9,600.78,-108.31
200,4093,-66,57.8707,0.47,-0.0061,1.0032,3687,12389.63,23434.08,-1.22,3465.4,633.7,-119.15
210,4153,67,141.8724,0.4643,-0.0004,0.9888,4091,12430.43,23433.69,0.19,3516.1,667.6,-128.49
220,4212,157,129.5809,0.4612,0.0009,1.007,4254,12471.67,23434.33,1.49,3566.2,702.39,-136.41
230,4271,140,25.005,0.4523,-0.003,1.0011,4296,12513.36,23435.59,1.73,3615.5,737.73,-144.11
240,4328,19,-100.3839,0.4448,-0.0173,1.003,4045,12555.48,23436.55,0.73,3664.2,773.24,-153.17
250,4385,-120,-154.6319,0.44,0.0052,0.998,3704,12597.98,23436.51,-0.82,3712.2,808.67,-164.28
260,4440,-172,-93.565,0.4552,0.0049,0.9942,4080,12640.57,23435.48,-1.76,3759.6,844.17,-176.72
270,4495,-95,37.5882,0.4501,0.0227,0.9814,4139,12683.16,23434.23,-1.39,3806.4,880.26,-188.83
280,4550,55,140.99,0.45,0.0224,0.9956,4070,12725.75,23433.68,0.02,3852.7,917.34,-199.26
290,4630,166,139.7005,0.4473,0.002,0.9789,4400,12768.34,23434.25,1.41,3921.0,955.56,-208.04
300,4686,155,34.6459,0.4531,0.0316,0.9913,3701,12810.93,23435.51,1.75,3966.0,994.35,-216.48
310,4737,31,-95.9589,0.4631,-0.0026,0.984,3913,12853.52,23436.53,0.79,4010.4,1033.24,-226.29
320,4789,-123,-154.9107,0.4499,0.014,1.0213,4112,12896.11,23436.54,-0.76,4054.3,1071.95,-238.35
330,4839,-185,-98.3428,0.4507,0.005,1.0058,3905,12938.7,23435.54,-1.75,4097.8,1110.65,-251.87
340,4890,-112,31.5518,0.4567,-0.0231,0.9967,4089,12981.29,23434.27,-1.43,4140.8,1149.89,-265.1
350,4941,48,138.4001,0.4463,-0.0074,0.9933,4305,13023.88,23433.68,-0.05,4183.3,1190.14,-276.51
360,4991,175,142.3459,0.45,0.0062,1.0031,3956,13066.47,23434.2,1.37,4225.5,1231.33,-286.0
370,5032,169,40.6701,-0.004,0.0043,1.0078,3731,13109.06,23435.45,1.77,4259.0,1272.99,-295.02
380,5028,41,-91.1992,-0.001,0.0035,0.9923,3756,13151.65,23436.5,0.86,4259.0,1314.3,-305.34
390,5031,-118,-154.8934,0.0099,0.0079,0.9981,4269,13194.24,23436.56,-0.7,4259.0,1355.01,-317.88
400,5030,-191,-102.9847,-0.0058,-0.0217,1.0016,4049,13236.83,23435.6,-1.73,4259.0,1395.24,-331.89
410,5030,-120,25.6154,0.0172,0.0004,0.9949,3882,13279.42,23434.32,-1.48,4259.0,1435.6,-345.54
420,5029,39,135.4274,0.0006,0.0184,1.0094,4206,13322.01,23433.68,-0.12,4259.0,1476.54,-357.26
430,5031,168,144.6137,0.0031,0.0042,0.9923,4399,13364.6,23434.16,1.32,4259.0,1518.03,-366.92
440,5028,174,46.4211,-0.0041,0.0,1.0047,4078,13407.19,23435.4,1.78,4259.0,1559.67,-375.88
450,5029,49,-86.2032,0.013,0.019,1.018,3589,13449.78,23436.47,0.92,4259.0,1601.01,-386.1
460,5028,-111,-154.3351,0.0025,-0.0114,1.0201,4128,13492.37,23436.59,-0.63,4259.0,1641.73,-398.51
470,5031,-191,-107.5339,0.0011,-0.0047,1.0137,3716,13534.96,23435.65,-1.71,4259.0,1681.99,-412.48
480,5032,-127,19.6349,0.0021,0.002,0.9931,4129,13577.55,23434.37,-1.51,4259.0,1722.35,-426.18
490,5029,34,132.3353,0.0079,-0.0017,0.9936,3844,13620.14,23433.69,-0.19,4259.0,1763.26,-437.97
500,5030,166,146.8425,-0.0018,0.0062,0.9988,4152,13662.73,23434.12,1.27,4259.0,1804.74,-447.67
510,5031,177,52.1517,-0.0012,-0.0086,0.9906,3852,13705.32,23435.34,1.79,4259.0,1846.41,-456.62
520,5031,56,-81.0332,0.0157,0.0228,1.0002,3691,13747.91,23436.44,0.98,4259.0,1887.79,-466.73
530,5030,-108,-153.7363,-0.0025,0.0029,0.9954,3847,13790.5,23436.61,-0.56,4259.0,1928.56,-479.07
540,5032,-190,-111.7737,-0.0083,-0.0037,1.0095,3864,13833.09,23435.71,-1.68,4259.0,1968.84,-492.99
550,5031,-131,13.599,0.014,-0.0055,1.0113,3842,13875.68,23434.42,-1.55,4259.0,2009.18,-506.72
560,5032,25,129.0076,0.0,-0.0119,1.0056,3874,13918.27,23433.7,-0.26,4259.0,2050.09,-518.61
570,5030,162,148.6414,-0.0212,0.0036,1.0017,3884,13960.86,23434.08,1.22,4259.0,2091.56,-528.37
580,5031,178,57.9015,-0.0067,0.007,0.9848,3934,14003.45,23435.28,1.8,4259.0,2133.23,-537.31
590,5030,63,-75.7739,0.0004,0.0113,1.0023,3938,14046.04,23436.41,1.04,4259.0,2174.63,-547.32
600,5031,-100,-152.8849,0.0145,-0.0075,1.0003,3989,14088.63,23436.62,-0.5,4259.0,2215.44,-559.54
610,5030,-190,-115.8649,0.0082,0.0065,1.0113,4449,14131.22,23435.76,-1.66,4259.0,2255.72,-573.41
620,5030,-137,7.4946,0.0194,-0.0173,1.0049,3706,14173.81,23434.47,-1.59,4259.0,2296.04,-587.17
630,5028,16,125.398,0.0107,-0.0087,0.9977,3768,14216.4,23433.71,-0.33,4259.0,2336.89,-599.16
640,5029,159,150.3969,-0.0099,-0.0076,1.0012,4004,14258.99,23434.04,1.17,4259.0,2378.33,-608.97
650,5030,180,63.5217,-0.0056,-0.0057,1.0073,4076,14301.58,23435.22,1.8,4259.0,2420.0,-617.89
660,5031,69,-70.3904,-0.0014,0.0018,1.0153,3981,14344.17,23436.37,1.09,4259.0,2461.42,-627.82
670,5029,-93,-151.7137,-0.0059,0.0034,0.981,4208,14386.76,23436.64,-0.43,4259.0,2502.25,-639.91
680,5030,-187,-119.8739,-0.0133,-0.0008,1.0007,3801,14429.35,23435.82,-1.63,4259.0,2542.56,-653.71
690,5032,-144,1.5024,-0.0145,0.0081,0.987,3923,14471.94,23434.52,-1.62,4259.0,2582.88,-667.53
700,5031,10,121.8412,0.001,-0.0078,1.0129,3901,14514.53,23433.72,-0.4,4259.0,2623.73,-679.59
710,5030,154,151.8317,-0.0017,-0.0016,0.9899,4159,14557.12,23434.0,1.11,4259.0,2665.17,-689.47
720,5031,184,69.0254,0.0084,0.0093,1.003,4042,14599.71,23435.16,1.8,4259.0,2706.85,-698.36
730,5030,76,-64.8752,0.0002,-0.0189,0.9999,4082,14642.3,23436.34,1.15,4259.0,2748.29,-708.19
740,5030,-87,-150.2727,-0.0,-0.0102,0.9859,3807,14684.89,23436.65,-0.36,4259.0,2789.16,-720.18
750,5031,-186,-123.6382,0.0057,0.0007,1.0104,4212,14727.48,23435.87,-1.6,4259.0,2829.49,-733.93
760,5030,-147,-4.6741,-0.0162,0.0068,1.0119,3999,14770.07,23434.58,-1.65,4259.0,2869.79,-747.75
770,5031,0,117.9313,0.0018,0.0014,0.9943,4278,14812.66,23433.73,-0.47,4259.0,2910.62,-759.91
780,5030,149,153.0789,-0.0039,-0.0051,0.9869,4275,14855.25,23433.97,1.06,4259.0,2952.03,-769.86
790,5031,184,74.4054,0.0208,0.0198,1.0019,3820,14897.84,23435.1,1.8,4259.0,2993.71,-778.75
800,5031,82,-59.3959,-0.0003,0.0109,0.9849,4401,14940.43,23436.3,1.2,4259.0,3035.19,-788.5
810,5029,-82,-148.6632,-0.0028,-0.0103,0.9974,3484,14983.02,23436.66,-0.29,4259.0,3076.07,-800.38
820,5032,-186,-127.1541,-0.0027,-0.0149,1.0064,3955,15025.61,23435.92,-1.56,4259.0,3116.43,-814.09
830,5031,-152,-10.6144,0.0055,-0.0051,0.9866,4060,15068.2,23434.63,-1.67,4259.0,3156.73,-827.93
840,5030,-5,113.8883,-0.0051,0.0042,1.0174,3779,15110.79,23433.75,-0.54,4259.0,3197.53,-840.16
850,5030,144,154.0982,0.0243,0.0016,1.0137,4163,15153.38,23433.93,1.0,4259.0,3238.93,-850.18
860,5030,186,79.556,-0.0134,-0.0177,1.001,4118,15195.97,23435.05,1.79,4259.0,3280.6,-859.05
870,5030,89,-53.6761,-0.0099,-0.0056,0.9897,3960,15238.56,23436.26,1.25,4259.0,3322.09,-868.7
880,5029,-74,-146.9208,-0.0076,-0.0,1.0051,4035,15281.15,23436.67,-0.22,4259.0,3363.01,-880.46
890,5029,-183,-130.4964,0.0028,0.0064,0.984,4031,15323.74,23435.97,-1.53,4259.0,3403.37,-894.08
900,5030,-156,-16.7038,0.0045,0.0025,1.0067,4014,15366.33,23434.69,-1.7,4259.0,3443.66,-907.94
910,5030,-13,109.6716,0.0125,-0.002,0.9983,3902,15408.92,23433.77,-0.61,4259.0,3484.43,-920.25
920,5029,141,154.7955,-0.0094,-0.0106,1.0021,4026,15451.51,23433.9,0.94,4259.0,3525.81,-930.32
930,5031,188,84.8196,0.0044,-0.0091,1.0126,4126,15494.1,23434.99,1.78,4259.0,3567.5,-939.18
940,5030,96,-47.9294,-0.0033,0.005,0.9998,4024,15536.69,23436.22,1.3,4259.0,3609.01,-948.75
950,5030,-68,-144.9397,-0.0108,-0.0015,0.9814,4139,15579.28,23436.68,-0.15,4259.0,3649.97,-960.4
960,5030,-182,-133.6541,-0.0095,-0.0015,0.9758,4036,15621.87,23436.02,-1.49,4259.0,3690.36,-973.96
970,5030,-160,-22.7576,0.0018,0.0035,1.0109,4003,15664.46,23434.74,-1.72,4259.0,3730.64,-987.83
980,5030,-20,105.2289,0.0156,-0.0032,0.9895,3826,15707.05,23433.79,-0.67,4259.0,3771.39,-1000.21
990,5031,133,155.1589,-0.0123,-0.0198,0.9888,4113,15749.64,23433.87,0.88,4259.0,3812.76,-1010.39
1000,5029,189,89.7746,-0.0034,0.0043,1.0074,3999,15792.23,23434.93,1.77,4259.0,3854.43,-1019.25
1010,5030,103,-42.2079,-0.0058,-0.0144,1.011,3917,15834.82,23436.17,1.35,4259.0,3895.96,-1028.72
1020,5030,-59,-142.6214,0.0026,-0.0033,1.0068,4429,15877.41,23436.68,-0.08,4259.0,3936.96,-1040.24
1030,5031,-179,-136.5984,0.0375,-0.012,0.9963,3861,15920.0,23436.07,-1.45,4259.0,3977.38,-1053.73
1040,5031,-165,-28.7009,0.0027,0.0055,0.9968,3756,15962.59,23434.8,-1.74,4259.0,4017.66,-1067.63
1050,5030,-27,100.6658,-0.0052,0.0074,0.9905,3654,16005.18,23433.81,-0.74,4259.0,4058.39,-1080.09
1060,5032,129,155.4962,0.0234,0.0049,0.9884,3834,16047.77,23433.84,0.82,4259.0,4099.75,-1090.33
1070,5029,192,94.7506,-0.0099,0.0068,1.0146,3979,16090.36,23434.87,1.76,4259.0,4141.42,-1099.17
1080,5030,109,-36.3147,0.0088,0.0006,0.986,4008,16132.95,23436.13,1.39,4259.0,4182.97,-1108.57
1090,5028,-54,-140.1444,-0.0143,0.0059,1.0194,4371,16175.54,23436.68,-0.01,4259.0,4223.98,-1119.98
1100,5030,-175,-139.4574,0.0106,-0.0042,0.9986,4441,16218.13,23436.12,-1.41,4259.0,4264.42,-1133.38
1110,5030,-167,-34.7345,0.0058,-0.0102,0.9975,3767,16260.72,23434.86,-1.76,4259.0,4304.7,-1147.28
1120,5032,-34,95.9731,-0.0009,-0.0093,0.9969,4210,16303.31,23433.84,-0.8,4259.0,4345.42,-1159.81
1130,5032,122,155.5361,-0.0029,0.0174,0.9799,4237,16345.9,23433.82,0.75,4259.0,4386.76,-1170.14
1140,5030,190,99.3997,0.0082,-0.0315,0.9808,3887,16388.49,23434.81,1.74,4259.0,4428.43,-1179.02
1150,5029,115,-30.3291,-0.0119,-0.004,0.9915,4048,16431.08,23436.08,1.44,4259.0,4469.99,-1188.33
1160,5032,-46,-137.376,-0.0032,0.0005,0.9971,3990,16473.67,23436.68,0.06,4259.0,4511.07,-1199.64
1170,5031,-173,-142.0534,-0.0096,-0.0159,1.0116,3972,16516.26,23436.16,-1.36,4259.0,4551.54,-1212.97
1180,5031,-172,-40.5651,-0.0108,0.0076,0.9923,3782,16558.85,23434.91,-1.77,4259.0,4591.82,-1226.89
1190,5030,-43,91.1165,-0.0033,-0.0048,0.9741,4100,16601.44,23433.86,-0.86,4259.0,4632.5,-1239.51
1200,5032,117,155.316,-0.0158,0.0119,0.9841,3873,16644.03,23433.79,0.69,4259.0,4673.82,-1249.91
1210,5030,188,104.1241,0.0019,-0.0019,1.0128,4117,16686.62,23434.76,1.73,4259.0,4715.48,-1258.81
1220,5029,121,-24.1984,-0.0107,0.0115,1.0082,4150,16729.21,23436.03,1.48,4259.0,4757.06,-1268.05
1230,5030,-40,-134.5269,0.0171,0.0051,0.9974,4186,16771.8,23436.68,0.13,4259.0,4798.15,-1279.25
1240,5031,-171,-144.2658,-0.0071,0.002,1.0036,4191,16814.39,23436.21,-1.31,4259.0,4838.64,-1292.51
1250,5030,-172,-46.504,0.0069,0.0087,0.9998,4153,16856.98,23434.97,-1.78,4259.0,4878.92,-1306.39
1260,5030,-48,86.2151,-0.0088,0.0059,1.009,3850,16899.57,23433.89,-0.92,4259.0,4919.59,-1319.07
1270,5030,111,154.9657,-0.0,0.0193,1.0031,4187,16942.16,23433.77,0.62,4259.0,4960.87,-1329.54
1280,5030,189,108.5006,-0.0057,0.0084,0.9996,4290,16984.75,23434.7,1.7,4259.0,5002.53,-1338.45
1290,5030,128,-18.342,-0.0065,-0.0152,1.013,4082,17027.34,23435.99,1.52,4259.0,5044.14,-1347.61
1300,5030,-32,-131.4726,0.0174,-0.0073,0.9942,3818,17069.93,23436.67,0.2,4259.0,5085.26,-1358.68
1310,5030,-167,-146.4622,-0.0103,-0.0161,0.985,3689,17112.52,23436.25,-1.27,4259.0,5125.77,-1371.85
1320,5030,-178,-52.239,0.0048,-0.0005,0.9957,3908,17155.11,23435.03,-1.79,4259.0,5166.05,-1385.76
1330,5031,-56,81.0727,-0.0259,-0.0065,0.9783,3915,17197.7,23433.92,-0.98,4259.0,5206.69,-1398.52
1340,5030,106,154.2461,-0.0102,0.0058,0.9845,3948,17240.29,23433.75,0.56,4259.0,5247.96,-1409.06
1350,5031,189,112.8354,0.0194,-0.0041,0.9955,3449,17282.88,23434.65,1.68,4259.0,5289.62,-1417.99
1360,5030,131,-12.1966,0.0132,0.0124,1.0011,3714,17325.47,23435.94,1.56,4259.0,5331.24,-1427.1
1370,5030,-25,-128.0177,0.0104,-0.0213,1.0057,4091,17368.06,23436.66,0.27,4259.0,5372.4,-1438.06
1380,5031,-164,-148.1878,-0.0084,0.0006,1.0036,4196,17410.65,23436.29,-1.21,4259.0,5412.94,-1451.15
1390,5030,-178,-57.9902,0.0154,0.0186,0.9961,4219,17453.24,23435.09,-1.8,4259.0,5453.22,-1465.03
1400,5032,-63,75.8234,0.0083,-0.0079,0.9855,4196,17495.83,23433.96,-1.04,4259.0,5493.86,-1477.85
1410,5030,99,153.2903,-0.0039,0.0023,0.9898,4013,17538.42,23433.74,0.49,4259.0,5535.1,-1488.49
1420,5030,188,116.9315,0.0079,0.0187,0.994,4246,17581.01,23434.59,1.65,4259.0,5576.76,-1497.44
1430,5028,136,-6.1745,-0.0064,0.0078,1.0019,4094,17623.6,23435.88,1.59,4259.0,5618.37,-1506.48
1440,5029,-17,-124.4843,-0.0122,-0.0017,0.9988,4034,17666.19,23436.65,0.34,4259.0,5659.55,-1517.31
1450,5031,-157,-149.9722,0.0155,0.0071,1.0019,4134,17708.77,23436.33,-1.16,4259.0,5700.13,-1530.29
1460,5030,-180,-63.4744,0.0172,0.0198,1.0004,4064,17751.17,23435.15,-1.8,4259.0,5740.42,-1544.16
1470,5030,-73,67.52,-0.0012,-0.0019,1.0176,4032,17792.98,23434.01,-1.13,4259.0,5781.01,-1557.07
1480,5031,84,146.3178,0.0029,-0.0006,0.9878,3994,17834.18,23433.71,0.33,4259.0,5822.2,-1567.91
1490,5031,180,121.7655,0.0092,0.0075,1.0028,3980,17874.76,23434.42,1.55,4259.0,5863.83,-1577.0
1500,5028,156,17.2954,-0.0015,0.0035,0.9992,3800,17914.72,23435.63,1.72,4259.0,5905.49,-1585.84
1510,5030,32,-94.0426,0.0033,-0.0021,1.012,4133,17954.06,23436.53,0.77,4259.0,5946.84,-1596.04
1520,5031,-110,-141.5505,-0.0094,-0.0147,1.0288,3785,17992.78,23436.58,-0.64,4259.0,5987.65,-1608.28
1530,5030,-183,-100.5486,-0.0058,-0.0187,0.99,3722,18030.88,23435.77,-1.65,4259.0,6028.0,-1621.94
1540,5030,-148,-1.6462,0.0022,-0.0058,1.0093,3923,18068.36,23434.63,-1.67,4259.0,6068.35,-1635.63
1550,5029,-29,94.0763,-0.0041,0.0041,1.0033,3966,18105.22,23433.81,-0.73,4259.0,6109.11,-1647.97
1560,5030,103,133.5126,0.0093,0.0048,0.9882,3781,18141.45,23433.77,0.6,4259.0,6150.4,-1658.4
1570,5030,177,99.5864,-0.009,0.0118,1.0,3598,18177.06,23434.48,1.59,4259.0,6192.04,-1667.4
1580,5028,158,15.706,-0.2272,-0.0061,0.9967,3922,18212.07,23435.55,1.75,4259.0,6233.72,-1676.18
1590,5020,64,-72.0458,-0.6456,0.0125,0.9838,3838,18246.47,23436.42,1.02,4248.8,6275.08,-1685.97
1600,4947,-60,-120.2789,-0.6468,-0.0014,0.9982,4339,18280.2,23436.67,-0.18,4190.0,6315.4,-1697.33
1610,4878,-150,-109.9747,-0.6368,-0.0082,0.9994,4018,18313.34,23436.23,-1.29,4130.4,6354.7,-1710.05
1620,4842,-171,-50.1248,-0.6311,-0.0017,0.9981,3997,18345.88,23435.32,-1.79,4100.3,6393.49,-1723.38
1630,4770,-114,29.0861,-0.6454,0.0117,1.0022,3745,18378.07,23434.36,-1.5,4039.3,6431.83,-1736.11
1640,4698,-10,94.9209,-0.6229,-0.0037,0.9929,3879,18410.26,23433.75,-0.56,3977.5,6469.98,-1747.38
1650,4660,96,119.5554,-0.6344,-0.0049,0.9926,4069,18442.53,23433.78,0.64,3946.2,6508.25,-1756.98
1660,4585,159,92.3336,-0.6373,-0.0107,1.0083,4169,18475.17,23434.43,1.56,3882.8,6546.2,-1765.22
1670,4510,148,22.1426,-0.635,0.0089,1.0166,4016,18508.24,23435.43,1.77,3818.4,6583.6,-1773.03
1680,4472,68,-60.1957,-0.646,0.0091,0.9843,4357,18541.53,23436.32,1.17,3785.8,6620.5,-1781.56
1690,4394,-41,-114.7575,-0.6173,-0.0095,0.9884,3881,18574.81,23436.68,0.02,3719.7,6656.38,-1791.38
1700,4313,-129,-115.7012,-0.6336,-0.0081,1.016,3722,18608.1,23436.34,-1.14,3652.4,6691.19,-1802.44
1710,4274,-161,-76.4663,-0.6308,0.0389,0.9897,3871,18641.54,23435.45,-1.91,3618.3,6725.41,-1814.24
1720,4192,-133,-48.5464,-0.6275,0.4708,1.0104,4180,18674.67,23434.45,-2.4,3549.1,6758.92,-1825.98
1730,4109,-40,23.3278,-0.6379,0.4284,1.0029,3866,18707.2,23433.25,-2.17,3478.5,6791.98,-1836.83
1740,4067,55,52.5599,-0.6455,0.434,0.9948,4033,18739.38,23431.81,-1.64,3442.7,6825.0,-1846.6
1750,3980,125,64.3601,-0.657,0.0072,0.9869,3889,18771.59,23431.0,-1.0,3369.9,6857.58,-1855.25
1760,3935,134,30.9896,-0.6397,0.0098,1.0045,3948,18803.9,23430.55,-0.7,3332.9,6889.89,-1863.45
1770,3849,43,-119.3381,-0.6398,0.6745,1.0177,4132,18836.63,23430.05,-1.89,3257.7,6921.24,-1872.39
1780,3802,-79,-251.4986,-0.0131,0.786,0.9995,3667,18869.67,23429.07,-4.41,3218.5,6951.58,-1883.14
1790,3802,-161,-259.3406,0.0151,0.7836,0.9951,4204,18902.22,23425.43,-7.01,3218.4,6981.15,-1895.87
1800,3804,-191,-213.47,0.4625,0.7884,1.0132,3877,18934.28,23420.31,-9.15,3220.3,7010.07,-1910.07
1810,3868,-121,-21.5744,0.4383,0.0045,1.0052,4162,18966.25,23415.0,-9.36,3274.8,7039.43,-1924.61
1820,3901,-35,77.1794,0.4611,0.0035,0.986,4081,18998.32,23409.9,-8.59,3301.8,7069.41,-1938.48
1830,3932,22,11.0231,-0.0187,0.7827,1.0169,3775,19030.69,23405.34,-8.49,3329.2,7099.93,-1951.77
1840,3932,82,-25.1529,0.0021,0.8123,0.9969,3791,19062.92,23401.47,-8.74,3328.2,7130.65,-1964.63
1850,3932,92,-81.9291,0.0048,0.8095,1.0058,3726,19094.2,23395.52,-9.56,3328.3,7161.29,-1977.68
1860,3962,48,-146.6287,-0.3268,0.3595,0.9917,3878,19125.36,23389.56,-11.03,3355.8,7191.74,-1991.78
1870,3942,4,-93.239,-0.6246,-0.0037,1.0008,4107,19156.45,23383.26,-11.97,3337.3,7221.56,-2006.78
1880,3854,-85,-120.0746,-0.6255,0.2212,0.9822,4176,19187.57,23376.32,-13.17,3262.2,7250.09,-2022.63
1890,3808,-189,-230.8635,-0.0252,0.8013,1.0084,3701,19218.96,23368.7,-15.49,3224.0,7277.34,-2039.88
1900,3805,-180,-162.8845,0.007,0.7938,0.9934,3847,19250.03,23360.33,-17.12,3222.1,7304.0,-2057.99
1910,3807,-116,-83.9257,0.4411,0.7953,1.0041,3791,19279.92,23349.87,-17.96,3223.3,7330.57,-2076.26
1920,3838,-10,4.4301,0.4401,0.5929,1.0019,3820,19309.62,23339.95,-17.92,3250.6,7357.7,-2094.13
1930,3905,104,113.8196,0.1042,-0.0052,1.0,4286,19339.52,23330.62,-16.78,3304.7,7386.0,-2111.24
1940,3909,135,53.5465,-0.624,0.0049,0.9934,4013,19369.66,23321.77,-16.25,3310.7,7414.73,-2127.71
1950,3827,67,-130.14,-0.0345,0.8064,1.0019,4215,19400.25,23313.03,-17.56,3240.0,7442.49,-2144.45
1960,3826,-6,-205.5995,0.0036,0.8,1.0321,3967,19430.77,23303.28,-19.62,3239.3,7469.4,-2162.48
1970,3828,-98,-246.3169,0.0131,0.7828,1.0053,4125,19459.95,23291.3,-22.08,3239.9,7495.14,-2182.19
1980,3859,-148,-189.908,0.3252,0.0146,1.0003,4135,19488.51,23278.9,-23.98,3268.6,7520.03,-2203.36
1990,3883,-142,-59.3094,-0.6374,-0.0121,1.0063,4106,19516.8,23266.1,-24.58,3287.4,7544.62,-2225.2
2000,3793,-119,-24.2388,-0.6273,0.5699,1.0013,4223,19545.07,23253.17,-24.83,3211.1,7568.6,-2246.59
2010,3748,-77,-59.5021,-0.0158,0.8027,0.9875,4118,19573.64,23240.38,-25.42,3172.2,7592.36,-2267.62
2020,3746,12,-25.0468,0.0051,0.8008,0.9994,3766,19602.39,23226.98,-25.68,3171.0,7616.45,-2288.26
2030,3747,74,-39.3555,0.0124,0.8043,0.9815,3576,19630.81,23212.31,-26.07,3171.5,7640.77,-2308.64
2040,3780,108,-29.5008,0.4406,0.2383,0.986,4043,19659.08,23198.2,-26.37,3200.6,7665.37,-2329.14
2050,3839,88,-31.0842,-0.6533,-0.0052,1.0079,4309,19687.25,23184.17,-26.68,3250.1,7690.12,-2350.23
2060,3794,1,-93.1521,-0.6493,0.016,1.0067,3840,19715.25,23169.84,-27.62,3211.7,7713.87,-2371.85
2070,3702,-129,-239.8752,0.0044,0.8032,0.9701,3942,19743.14,23154.88,-30.02,3133.6,7735.7,-2394.35
2080,3700,-187,-237.12,-0.0118,0.7863,1.0136,4119,19771.02,23139.24,-32.39,3132.4,7756.19,-2418.06
2090,3701,-178,-170.0471,0.0328,0.7866,1.0078,3879,19797.02,23120.91,-34.1,3132.6,7775.88,-2442.45
2100,3734,-118,-83.682,0.4498,0.3222,0.9978,3989,19822.51,23102.89,-34.94,3161.9,7795.57,-2467.2
2110,3766,18,101.7549,0.441,-0.0025,1.0129,4141,19847.96,23085.43,-33.92,3189.8,7816.3,-2491.42
2120,3763,96,112.9635,-0.6291,-0.0018,1.0024,4127,19873.74,23068.47,-32.8,3184.7,7837.96,-2514.8
2130,3716,115,23.4445,-0.6119,0.3631,1.0127,4129,19899.86,23051.92,-32.56,3145.5,7859.77,-2537.49
2140,3668,62,-132.9276,-0.0295,0.8057,1.0107,4010,19926.43,23035.39,-33.9,3104.6,7880.81,-2560.35
2150,3668,-4,-208.9406,-0.0008,0.8044,0.9876,3889,19952.48,23017.31,-35.99,3104.1,7900.76,-2584.16
2160,3666,-96,-259.1984,0.4616,0.7861,0.9945,3768,19977.46,22997.36,-38.58,3105.7,7919.1,-2609.2
2170,3702,-134,-172.179,0.4484,0.4358,0.9903,4167,20001.83,22977.07,-40.31,3134.1,7936.36,-2635.37
2180,3769,-142,-64.847,0.4606,-0.0049,1.0217,3898,20025.81,22956.45,-40.96,3190.1,7953.3,-2662.43
2190,3763,-107,8.6339,-0.6272,0.2716,1.0129,4158,20049.7,22935.7,-40.88,3185.5,7970.31,-2689.39
2200,3715,-80,-63.0965,-0.0179,0.7768,0.9945,4187,20073.91,22915.0,-41.51,3146.3,7987.17,-2715.94
2210,3715,9,-28.2006,0.0075,0.7856,1.0048,4092,20098.54,22894.23,-41.79,3144.5,8004.45,-2742.23
2220,3716,73,-41.6714,0.019,0.7849,1.0132,3740,20121.73,22872.0,-42.22,3144.7,8022.03,-2768.33
